"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"chrome","14","354","3762581139456","134746112","71680000","29176","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=581 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868350554721 --metrics-shmem-handle=10492,i,11945446622396082187,17688514541294626630,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=9064 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","1.71875","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3756","4",,"False","2025/04/18 0:14:57",,"30568",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29176","29176","71680000","71680000","862776","862776","113106944","113106944","168591360","168591360","3762597920768","206569472","True","Idle","71680000","71680000","15","14",,"System.Diagnostics.ProcessThreadCollection","354","3762581139456","189788160","False",,,,"134746112","134746112",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1718750","00:00:01.7187500","00:00:01.5468750","chrome","0","","True",,
"chrome","14","415","3764332826624","132726784","71090176","31264","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=611 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868691452559 --metrics-shmem-handle=7192,i,15575808198441417390,12515523633581115261,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=14152 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.796875","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3508","4",,"False","2025/04/18 0:20:38",,"31264",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31264","31264","71090176","71090176","843400","843400","79867904","79867904","138878976","138878976","3764335316992","1943965696","True","Idle","71090176","71090176","15","14",,"System.Diagnostics.ProcessThreadCollection","415","3764332826624","1941475328","False",,,,"132726784","132726784",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1406250","00:00:00.7968750","00:00:00.6562500","chrome","0","","True",,
"chrome","14","397","3767972794368","281997312","339398656","46760","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=347 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14865373904868 --metrics-shmem-handle=10212,i,10120224883096894691,3541606534559080332,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=5132 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","49.625","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3268","4",,"False","2025/04/17 23:25:21",,"32296",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","46760","46760","339398656","339398656","1055048","1055048","745975808","745975808","623456256","623456256","3776799748096","1523494912","True","Idle","339398656","339398656","15","14",,"System.Diagnostics.ProcessThreadCollection","397","3767972794368","1286475776","False",,,,"281997312","281997312",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:13.0468750","00:00:49.6250000","00:00:36.5781250","chrome","0","","True",,
"chrome","14","281","3764233068544","44388352","41160704","25416","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=292 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14522274570927 --metrics-shmem-handle=9140,i,8494226583712174476,2638258042744026648,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=11448 /prefetch:9","System.Diagnostics.Process (chrome)","Google LLC","0.921875","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2776","4",,"False","2025/04/14 0:07:09",,"32460",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25416","25416","41160704","41160704","681328","681328","80539648","80539648","102338560","102338560","3764241260544","1849909248","True","Idle","41160704","41160704","15","14",,"System.Diagnostics.ProcessThreadCollection","281","3764233068544","1841717248","False",,,,"44388352","44388352",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.2343750","00:00:00.9218750","00:00:00.6875000","chrome","0","","True",,
"Code","14","392","3444523057152","93261824","62160896","28336","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\makon\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\resources\app"" --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1730034547420766 --launch-time-ticks=14866083884746 --field-trial-handle=4532,i,13213522162183506660,11340006717667065829,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=4172 --vscode-window-config=vscode:d9dd64b9-8010-4fdd-889b-189299e37f9a /prefetch:1","System.Diagnostics.Process (Code)","Microsoft Corporation","16.109375","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3128","8",,"False","2025/04/17 23:37:11",,"3060",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28336","28336","62160896","62160896","679232","679232","109924352","109924352","170115072","170115072","3446294593536","1730822144","True","Normal","62160896","62160896","15","14",,"System.Diagnostics.ProcessThreadCollection","392","3444523057152","-40714240","False",,,,"93261824","93261824",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:11.9531250","00:00:16.1093750","00:00:04.1562500","Code","0","","True",,
"Code","14","312","3451538243584","21889024","136957952","41056","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=ja --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\makon\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=4228,i,13213522162183506660,11340006717667065829,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=4224 /prefetch:14","System.Diagnostics.Process (Code)","Microsoft Corporation","1.734375","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3260","8",,"False","2025/04/17 23:37:01",,"7316",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","41056","41056","136957952","136957952","603432","603432","138092544","138092544","134217728","134217728","3451572465664","-1581240320","True","Normal","136957952","136957952","15","14",,"System.Diagnostics.ProcessThreadCollection","312","3451538243584","-1615462400","False",,,,"21889024","21889024",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.5000000","00:00:01.7343750","00:00:01.2343750","Code","0","","True",,
"Code","14","444","3448046321664","147374080","278093824","74480","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=ja --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\makon\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=2700,i,13213522162183506660,11340006717667065829,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3640 /prefetch:14","System.Diagnostics.Process (Code)","Microsoft Corporation","15.375","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3656","8",,"False","2025/04/17 23:37:09",,"8176",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","74480","74480","278093824","278093824","632088","632088","285974528","285974528","296013824","296013824","3448072134656","-786604032","True","Normal","278093824","278093824","15","14",,"System.Diagnostics.ProcessThreadCollection","444","3448046321664","-812417024","False",,,,"147374080","147374080",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:02.9375000","00:00:15.3750000","00:00:12.4375000","Code","0","","True",,
"Code","14","291","3446252158976","34750464","100986880","27960","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=ja --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\makon\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=4024,i,13213522162183506660,11340006717667065829,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=4056 /prefetch:14","System.Diagnostics.Process (Code)","Microsoft Corporation","5.296875","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3808","8",,"False","2025/04/17 23:37:00",,"9208",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27960","27960","100986880","100986880","577464","577464","176152576","176152576","205996032","205996032","3446287810560","1724039168","True","Normal","100986880","100986880","15","14",,"System.Diagnostics.ProcessThreadCollection","291","3446252158976","1688387584","False",,,,"34750464","34750464",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:01.3906250","00:00:05.2968750","00:00:03.9062500","Code","0","","True",,
"Code","14","223","3447955279872","19345408","291127296","33472","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" c:\Users\makon\.vscode\extensions\ms-python.vscode-pylance-2025.4.1\dist\server.bundle.js --cancellationReceive=file:b4f037f226cccb545ef5690fd0ea63c100ba912861 --node-ipc --clientProcessId=8176","System.Diagnostics.Process (Code)","Microsoft Corporation","7.78125","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3964","8",,"False","2025/04/17 23:37:18",,"9424",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33472","33472","291127296","291127296","559536","559536","453681152","453681152","387067904","387067904","3449725276160","866537472","True","Normal","291127296","291127296","15","14",,"System.Diagnostics.ProcessThreadCollection","223","3447955279872","-903458816","False",,,,"19345408","19345408",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:01.3593750","00:00:07.7812500","00:00:06.4218750","Code","0","","True",,
"Code","14","206","3444439273472","23638016","63574016","19912","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ""c:\Users\makon\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\markdown-language-features\dist\serverWorkerMain"" --node-ipc --clientProcessId=8176","System.Diagnostics.Process (Code)","Microsoft Corporation","0.203125","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3100","8",,"False","2025/04/17 23:38:56",,"13520",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19912","19912","63574016","63574016","559536","559536","65032192","65032192","108130304","108130304","3444464439296","-99332096","True","Normal","63574016","63574016","15","14",,"System.Diagnostics.ProcessThreadCollection","206","3444439273472","-124497920","False",,,,"23638016","23638016",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0156250","00:00:00.2031250","00:00:00.1875000","Code","0","","True",,
"Code","14","545","3449876049920","319250432","402497536","59280","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --user-data-dir=""C:\Users\makon\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\resources\app"" --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1730034547420766 --launch-time-ticks=14866070915214 --field-trial-handle=3220,i,13213522162183506660,11340006717667065829,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3216 --vscode-window-config=vscode:d9dd64b9-8010-4fdd-889b-189299e37f9a /prefetch:1","System.Diagnostics.Process (Code)","Microsoft Corporation","173.890625","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3104","8",,"False","2025/04/17 23:36:58",,"14284",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","59280","59280","402497536","402497536","814552","814552","426315776","426315776","426467328","426467328","3449894989824","1036251136","True","Normal","402497536","402497536","15","14",,"System.Diagnostics.ProcessThreadCollection","545","3449876049920","1017311232","False",,,,"319250432","319250432",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:51.1093750","00:02:53.8906250","00:02:02.7812500","Code","0","","True",,
"Code","14","1169","3446729617408","76959744","133144576","62320","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","27.09375","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3172","8",,"False","2025/04/17 23:36:57",,"15940",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","62320","62320","133144576","133144576","919632","919632","149057536","149057536","181501952","181501952","3446756708352","-2102030336","True","Normal","133144576","133144576","15","14",,"System.Diagnostics.ProcessThreadCollection","1169","3446729617408","-2129121280","False",,,,"76959744","76959744",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:13.2343750","00:00:27.0937500","00:00:13.8593750","Code","919106","● PowerShell_Manual.ipynb - sample_codes - Visual Studio Code","True",,
"Code","14","338","2238129188864","23195648","15163392","18720","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ja --service-sandbox-type=none --user-data-dir=""C:\Users\makon\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=2044,i,13213522162183506660,11340006717667065829,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=2072 /prefetch:11","System.Diagnostics.Process (Code)","Microsoft Corporation","0.875","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2036","8",,"False","2025/04/17 23:36:58",,"17928",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18720","18720","15163392","15163392","584992","584992","17399808","17399808","51081216","51081216","2238219243520","541282304","True","Normal","15163392","15163392","15","14",,"System.Diagnostics.ProcessThreadCollection","338","2238129188864","451227648","False",,,,"23195648","23195648",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.4062500","00:00:00.8750000","00:00:00.4687500","Code","0","","True",,
"Code","14","777","2238837563392","118734848","199090176","32400","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=gpu-process --user-data-dir=""C:\Users\makon\AppData\Roaming\Code"" --gpu-preferences=UAAAAAAAAADgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --field-trial-handle=1760,i,13213522162183506660,11340006717667065829,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=1748 /prefetch:2","System.Diagnostics.Process (Code)","Microsoft Corporation","164.140625","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3856","10",,"False","2025/04/17 23:36:58",,"20104",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32400","32400","199090176","199090176","1244768","1244768","277487616","277487616","264658944","264658944","2238870396928","1192435712","True","AboveNormal","199090176","199090176","15","14",,"System.Diagnostics.ProcessThreadCollection","777","2238837563392","1159602176","False",,,,"118734848","118734848",,"System.Diagnostics.ProcessModule (Code.exe)","00:02:18.1562500","00:02:44.1406250","00:00:25.9843750","Code","0","","True",,
"Code","14","196","3444439273472","22851584","61005824","19912","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ""c:\Users\makon\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain"" --node-ipc --clientProcessId=8176","System.Diagnostics.Process (Code)","Microsoft Corporation","0.328125","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1840","8",,"False","2025/04/17 23:37:15",,"23732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19912","19912","61005824","61005824","559536","559536","61079552","61079552","103956480","103956480","3444456050688","-107720704","True","Normal","61005824","61005824","15","14",,"System.Diagnostics.ProcessThreadCollection","196","3444439273472","-124497920","False",,,,"22851584","22851584",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0625000","00:00:00.3281250","00:00:00.2656250","Code","0","","True",,
"Code","14","249","3446269538304","31121408","92377088","27376","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=ja --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\makon\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --field-trial-handle=4652,i,13213522162183506660,11340006717667065829,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=4548 /prefetch:14","System.Diagnostics.Process (Code)","Microsoft Corporation","0.96875","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3792","8",,"False","2025/04/17 23:37:10",,"28344",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27376","27376","92377088","92377088","582064","582064","92991488","92991488","124989440","124989440","3446286315520","1722544128","True","Normal","92377088","92377088","15","14",,"System.Diagnostics.ProcessThreadCollection","249","3446269538304","1705766912","False",,,,"31121408","31121408",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.3281250","00:00:00.9687500","00:00:00.6406250","Code","0","","True",,
"Code","14","254","2238048641024","17166336","11517952","12144","C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\makon\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=crashpad-handler --user-data-dir=C:\Users\makon\AppData\Roaming\Code /prefetch:4 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\makon\AppData\Roaming\Code\Crashpad --url=appcenter://code?aid=a4e3233c-699c-46ec-b4f4-9c2a77254662&uid=05c426e0-17a0-48f2-9937-a91d79ac7bf3&iid=05c426e0-17a0-48f2-9937-a91d79ac7bf3&sid=05c426e0-17a0-48f2-9937-a91d79ac7bf3 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.99.3 --annotation=plat=Win64 --annotation=prod=Electron --annotation=ver=34.3.2 --initial-client-data=0x494,0x498,0x49c,0x490,0x4a0,0x7ff78aff4534,0x7ff78aff4540,0x7ff78aff4550","System.Diagnostics.Process (Code)","Microsoft Corporation","0.046875","1.99.3","1.99.3","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3488","8",,"False","2025/04/17 23:36:58",,"33464",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12144","12144","11517952","11517952","554696","554696","11657216","11657216","31219712","31219712","2238082195456","404234240","True","Normal","11517952","11517952","15","14",,"System.Diagnostics.ProcessThreadCollection","254","2238048641024","370679808","False",,,,"17166336","17166336",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0468750","00:00:00.0468750","00:00:00","Code","0","","True",,
"conhost","14","113","2203422146560","5890048","5537792","7872","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (python)","Microsoft Corporation","0.03125","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","コンソール ウィンドウ ホスト","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2792","8",,"False","2025/04/17 23:37:17",,"2084",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5537792","5537792","126392","126392","5619712","5619712","11501568","11501568","2203424243712","106020864","True","Normal","5537792","5537792","15","14",,"System.Diagnostics.ProcessThreadCollection","113","2203422146560","103923712","False",,,,"5890048","5890048",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","conhost","0","","True",,
"conhost","14","143","2203407253504","4747264","1384448","8368","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (pwsh)","Microsoft Corporation","0.015625","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","コンソール ウィンドウ ホスト","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2788","8",,"False","2025/04/17 23:24:59",,"3248",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8368","8368","1384448","1384448","109032","109032","1576960","1576960","9170944","9170944","2203413180416","94957568","True","Normal","1384448","1384448","15","14",,"System.Diagnostics.ProcessThreadCollection","143","2203407253504","89030656","False",,,,"4747264","4747264",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","conhost","0","","True",,
"conhost","0","93","2203398270976","2441216","5394432","7192",,,,,,,,,,"Process",,,"8",,,,,"3796",".",,,,"7192","7192","5394432","5394432","79408","79408","5513216","5513216","9973760","9973760","2203401420800","83197952",,,"5394432","5394432",,"0",,"System.Diagnostics.ProcessThreadCollection","93","2203398270976","80048128","False",,,,"2441216","2441216",,,,,,"conhost","0","","True",,
