"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"conhost","14","114","2203422150656","6885376","5537792","7872","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (dotnet)","Microsoft Corporation","0.03125","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","コンソール ウィンドウ ホスト","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3604","8",,"False","2025/04/17 23:54:16",,"4488",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5537792","5537792","127544","127544","5664768","5664768","11571200","11571200","2203425296384","107073536","True","Normal","5537792","5537792","15","14",,"System.Diagnostics.ProcessThreadCollection","114","2203422150656","103927808","False",,,,"6885376","6885376",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","conhost","0","","True",,
"conhost","14","110","2203420770304","6066176","1376256","8824","C:\Windows\system32\conhost.exe","\\?\C:\Windows\system32\conhost.exe --headless --width 201 --height 13 --signal 0x4e4 --server 0x4e8","System.Diagnostics.Process (Code)","Microsoft Corporation","0.015625","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","コンソール ウィンドウ ホスト","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3828","8",,"False","2025/04/17 23:37:36",,"6652",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8824","8824","1376256","1376256","135704","135704","1466368","1466368","7278592","7278592","2203422867456","104644608","True","Normal","1376256","1376256","15","14",,"System.Diagnostics.ProcessThreadCollection","110","2203420770304","102547456","False",,,,"6066176","6066176",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
"conhost","0","93","2203398254592","6029312","5468160","7192",,,,,,,,,,"Process",,,"8",,,,,"8744",".",,,,"7192","7192","5468160","5468160","79408","79408","5545984","5545984","10911744","10911744","2203400351744","82128896",,,"5468160","5468160",,"0",,"System.Diagnostics.ProcessThreadCollection","93","2203398254592","80031744","False",,,,"6029312","6029312",,,,,,"conhost","0","","True",,
"conhost","0","93","2203398246400","6033408","5378048","7192",,,,,,,,,,"Process",,,"8",,,,,"11404",".",,,,"7192","7192","5378048","5378048","79408","79408","5488640","5488640","10829824","10829824","2203401392128","83169280",,,"5378048","5378048",,"0",,"System.Diagnostics.ProcessThreadCollection","93","2203398246400","80023552","False",,,,"6033408","6033408",,,,,,"conhost","0","","True",,
"conhost","14","110","2203420770304","5361664","1376256","8824","C:\Windows\system32\conhost.exe","\\?\C:\Windows\system32\conhost.exe --headless --width 80 --height 30 --signal 0x40c --server 0x3c0","System.Diagnostics.Process (Code)","Microsoft Corporation","0.015625","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","コンソール ウィンドウ ホスト","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3444","8",,"False","2025/04/17 23:37:14",,"19732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8824","8824","1376256","1376256","135704","135704","1499136","1499136","7262208","7262208","2203423916032","105693184","True","Normal","1376256","1376256","15","14",,"System.Diagnostics.ProcessThreadCollection","110","2203420770304","102547456","False",,,,"5361664","5361664",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","conhost","0","","True",,
"conhost","14","113","2203422126080","5746688","5558272","7872","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (python)","Microsoft Corporation","0","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","コンソール ウィンドウ ホスト","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3704","8",,"False","2025/04/17 23:37:18",,"21220",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5558272","5558272","126392","126392","5648384","5648384","11472896","11472896","2203424223232","106000384","True","Normal","5558272","5558272","15","14",,"System.Diagnostics.ProcessThreadCollection","113","2203422126080","103903232","False",,,,"5746688","5746688",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00","00:00:00","conhost","0","","True",,
"conhost","14","110","2203420770304","6197248","1384448","8824","C:\Windows\system32\conhost.exe","\\?\C:\Windows\system32\conhost.exe --headless --width 218 --height 13 --signal 0x3f4 --server 0x458","System.Diagnostics.Process (Code)","Microsoft Corporation","0","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","コンソール ウィンドウ ホスト","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2816","8",,"False","2025/04/17 23:37:11",,"21260",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8824","8824","1384448","1384448","135704","135704","1474560","1474560","7278592","7278592","2203422867456","104644608","True","Normal","1384448","1384448","15","14",,"System.Diagnostics.ProcessThreadCollection","110","2203420770304","102547456","False",,,,"6197248","6197248",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00","00:00:00","conhost","0","","True",,
"conhost","14","150","2203411456000","9129984","1536000","9592","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (pwsh)","Microsoft Corporation","0.015625","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","コンソール ウィンドウ ホスト","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2764","8",,"False","2025/04/18 0:22:21",,"30708",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9592","9592","1536000","1536000","109720","109720","1536000","1536000","9129984","9129984","2203412131840","93908992","True","Normal","1536000","1536000","15","14",,"System.Diagnostics.ProcessThreadCollection","150","2203411456000","93233152","False",,,,"9129984","9129984",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
"csrss","0","872","2203425472512","2924544","2711552","31464",,,,,,,,,,"Process",,,"13",,,,,"820",".",,,,"31464","31464","2711552","2711552","298072","298072","3608576","3608576","6184960","6184960","2203426590720","108367872",,,"2711552","2711552",,"0",,"System.Diagnostics.ProcessThreadCollection","872","2203425472512","107249664","False",,,,"2924544","2924544",,,,,,"csrss","0","","True",,
"csrss","15","496","2203434356736","7553024","2445312","18256",,,,,,,,,,"Process",,,"13",,,,,"11528",".",,,,"18256","18256","2445312","2445312","215376","215376","11276288","11276288","33619968","33619968","2203495563264","177340416",,,"2445312","2445312",,"15",,"System.Diagnostics.ProcessThreadCollection","496","2203434356736","116133888","False",,,,"7553024","7553024",,,,,,"csrss","0","","True",,
"csrss","14","907","2203482071040","9121792","3964928","35248",,,,,,,,,,"Process",,,"13",,,,,"29368",".",,,,"35248","35248","3964928","3964928","348656","348656","10661888","10661888","72241152","72241152","2203518742528","200519680",,,"3964928","3964928",,"14",,"System.Diagnostics.ProcessThreadCollection","907","2203482071040","163848192","False",,,,"9121792","9121792",,,,,,"csrss","0","","True",,
"ctfmon","14","811","2204467396608","72982528","70385664","34008",,,,,"52",,,,,"Process",,,"13",,"False","2025/02/28 17:07:14",,"2252",".",,,,"34008","34008","70385664","70385664","1929576","1929576","130330624","130330624","166735872","166735872","2204548255744","1230032896",,,"70385664","70385664",,"14",,"System.Diagnostics.ProcessThreadCollection","811","2204467396608","1149173760","False",,,,"72982528","72982528",,,"00:00:19.7968750","00:00:52","00:00:32.2031250","ctfmon","0","","True",,
"ctfmon","15","767","2204081561600","15396864","19779584","30592",,,,,,,,,,"Process",,,"13",,,,,"14056",".",,,,"30592","30592","19779584","19779584","1380528","1380528","19984384","19984384","62525440","62525440","2204136550400","818327552",,,"19779584","19779584",,"15",,"System.Diagnostics.ProcessThreadCollection","767","2204081561600","763338752","False",,,,"15396864","15396864",,,,,,"ctfmon","0","","True",,
"dasHost","0","277","2203406770176","7942144","6225920","13688",,,,,,,,,,"Process",,,"8",,,,,"8416",".",,,,"13688","13688","6225920","6225920","113768","113768","8978432","8978432","17571840","17571840","2203426013184","107790336",,,"6225920","6225920",,"0",,"System.Diagnostics.ProcessThreadCollection","277","2203406770176","88547328","False",,,,"7942144","7942144",,,,,,"dasHost","0","","True",,
"dllhost","15","133","2203412709376","8769536","1503232","8288",,,,,,,,,,"Process",,,"8",,,,,"8492",".",,,,"8288","8288","1503232","1503232","117448","117448","1794048","1794048","9584640","9584640","2203419009024","100786176",,,"1503232","1503232",,"15",,"System.Diagnostics.ProcessThreadCollection","133","2203412709376","94486528","False",,,,"8769536","8769536",,,,,,"dllhost","0","","True",,
"dllhost","14","267","2203516776448","14364672","6230016","25288","C:\Windows\system32\DllHost.exe","C:\Windows\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}",,"Microsoft Corporation","0.984375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4004","8",,"False","2025/03/24 14:41:15",,"16892",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25288","25288","6230016","6230016","169352","169352","7299072","7299072","16527360","16527360","2203522568192","204345344","True","Normal","6230016","6230016","15","14",,"System.Diagnostics.ProcessThreadCollection","267","2203516776448","198553600","False",,,,"14364672","14364672",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.1562500","00:00:00.9843750","00:00:00.8281250","dllhost","0","","True",,
"dllhost","14","134","2203412709376","9019392","1970176","8288","C:\Windows\system32\DllHost.exe","C:\Windows\system32\DllHost.exe /Processid:{7EAD5C10-8B3F-11E6-AE22-56B6B6499611}",,"Microsoft Corporation","0.140625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1836","8",,"False","2025/03/24 23:11:45",,"24752",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8288","8288","1970176","1970176","117448","117448","2244608","2244608","10039296","10039296","2203419009024","100786176","True","Normal","1970176","1970176","15","14",,"System.Diagnostics.ProcessThreadCollection","134","2203412709376","94486528","False",,,,"9019392","9019392",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0625000","00:00:00.1406250","00:00:00.0781250","dllhost","0","","True",,
"dllhost","14","181","2203432779776","7589888","2469888","10192","C:\Windows\system32\DllHost.exe","C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}",,"Microsoft Corporation","0.140625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3244","8",,"False","2025/04/13 14:30:37",,"28500",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10192","10192","2469888","2469888","142408","142408","52871168","52871168","64708608","64708608","2203488428032","170205184","True","Normal","2469888","2469888","15","14",,"System.Diagnostics.ProcessThreadCollection","181","2203432779776","114556928","False",,,,"7589888","7589888",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0781250","00:00:00.1406250","00:00:00.0625000","dllhost","0","","True",,
"dllhost","15","308","2203515387904","16166912","6168576","25288",,,,,,,,,,"Process",,,"8",,,,,"30040",".",,,,"25288","25288","6168576","6168576","174320","174320","8437760","8437760","20017152","20017152","2203528306688","210083840",,,"6168576","6168576",,"15",,"System.Diagnostics.ProcessThreadCollection","308","2203515387904","197165056","False",,,,"16166912","16166912",,,,,,"dllhost","0","","True",,
"dotnet","14","495","2480919871488","49299456","15724544","43904","C:\Program Files\dotnet\dotnet.exe","dotnet interactive jupyter --default-kernel powershell c:\Users\makon\AppData\Roaming\jupyter\runtime\kernel-v370ba37dbdeb11d502516a43f6ebd21a79ac8a3d6.json --http-port-range 2048-3000","System.Diagnostics.Process (Code)","Microsoft Corporation","0.5625","9,0,425,16305 @Commit: f57e6dc747158ab7ade4e62a75a6750d16b771e8","9.0.4 @Commit: f57e6dc747158ab7ade4e62a75a6750d16b771e8",".NET Host",".NET","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3600","8",,"False","2025/04/17 23:54:16",,"12028",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","43904","43904","15724544","15724544","350352","350352","17309696","17309696","55087104","55087104","2480938913792","-1552183296","True","Normal","15724544","15724544","15","14",,"System.Diagnostics.ProcessThreadCollection","495","2480919871488","-1571225600","False",,,,"49299456","49299456",,"System.Diagnostics.ProcessModule (dotnet.exe)","00:00:00.1250000","00:00:00.5625000","00:00:00.4375000","dotnet","0","","True",,
"dotnet-interactive","14","1027","2481174831104","182345728","60375040","209440","C:\Users\makon\.dotnet\tools\dotnet-interactive.exe","""C:\Users\makon\.dotnet\tools\dotnet-interactive.exe"" jupyter --default-kernel powershell c:\Users\makon\AppData\Roaming\jupyter\runtime\kernel-v370ba37dbdeb11d502516a43f6ebd21a79ac8a3d6.json --http-port-range 2048-3000","System.Diagnostics.Process (dotnet)","Microsoft Corporation","3.265625","1.0.25.17701","1.0.617701+fb2fd8022ab96c55fbaf34d5e1c8c61cb01690fc","Microsoft.DotNet.Interactive.App","Microsoft.DotNet.Interactive.App","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3796","8",,"False","2025/04/17 23:54:16",,"19616",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","209440","209440","60375040","60375040","655048","655048","66506752","66506752","190853120","190853120","2481222500352","-1268596736","True","Normal","60375040","60375040","15","14",,"System.Diagnostics.ProcessThreadCollection","1027","2481174831104","-1316265984","False",,,,"182345728","182345728",,"System.Diagnostics.ProcessModule (dotnet-interactive.exe)","00:00:00.3281250","00:00:03.2656250","00:00:02.9375000","dotnet-interactive","0","","True",,
"dwm","15","1234","2203966062592","15777792","155586560","70832",,,,,,,,,,"Process",,,"13",,,,,"16916",".",,,,"70832","70832","155586560","155586560","1060448","1060448","201465856","201465856","208863232","208863232","2204004974592","686751744",,,"155586560","155586560",,"15",,"System.Diagnostics.ProcessThreadCollection","1234","2203966062592","647839744","False",,,,"15777792","15777792",,,,,,"dwm","0","","True",,
"dwm","14","1696","2204116713472","73715712","190042112","100808",,,,,,,,,,"Process",,,"13",,,,,"17496",".",,,,"100808","100808","190042112","190042112","1287304","1287304","257626112","257626112","188243968","188243968","2204163633152","845410304",,,"190042112","190042112",,"14",,"System.Diagnostics.ProcessThreadCollection","1696","2204116713472","798490624","False",,,,"73715712","73715712",,,,,,"dwm","0","","True",,
"esif_uf","0","127","2203389988864","2088960","1716224","7672",,,,,,,,,,"Process",,,"13",,,,,"4280",".",,,,"7672","7672","1716224","1716224","71792","71792","1843200","1843200","7368704","7368704","2203394187264","75964416",,,"1716224","1716224",,"0",,"System.Diagnostics.ProcessThreadCollection","127","2203389988864","71766016","False",,,,"2088960","2088960",,,,,,"esif_uf","0","","True",,
"explorer","15","3646","2204409700352","42692608","175800320","112528",,,,,,,,,,"Process",,,"8",,,,,"10352",".",,,,"112528","112528","175800320","175800320","2509312","2509312","329502720","329502720","258580480","258580480","2204606877696","1288654848",,,"175800320","175800320",,"15",,"System.Diagnostics.ProcessThreadCollection","3646","2204409700352","1091477504","False",,,,"42692608","42692608",,,,,,"explorer","0","","True",,
